16000000	16000000	302531.3
16000000	17000000	34917.42
17000000	17000000	241411.47
16000000	18000000	3541.3994
17000000	18000000	29680.506
18000000	18000000	250995.03
16000000	19000000	1226.7854
17000000	19000000	3412.0242
18000000	19000000	24474.875
19000000	19000000	268121.75
16000000	20000000	660.50244
17000000	20000000	1326.9839
18000000	20000000	6204.6855
19000000	20000000	27308.654
20000000	20000000	265307.1
16000000	21000000	710.5478
17000000	21000000	1614.9937
18000000	21000000	8563.009
19000000	21000000	8505.565
20000000	21000000	47663.94
21000000	21000000	262332.8
16000000	22000000	1787.3684
17000000	22000000	5008.767
18000000	22000000	5675.91
19000000	22000000	6059.9
20000000	22000000	5750.7783
21000000	22000000	19452.62
22000000	22000000	244645.47
16000000	23000000	2091.8203
17000000	23000000	5678.049
18000000	23000000	4751.8164
19000000	23000000	3851.064
20000000	23000000	2773.8516
21000000	23000000	3999.8787
22000000	23000000	41404.67
23000000	23000000	236511.53
16000000	24000000	1018.03174
17000000	24000000	2490.153
18000000	24000000	5890.4233
19000000	24000000	4551.7544
20000000	24000000	3172.4224
21000000	24000000	4197.225
22000000	24000000	8978.132
23000000	24000000	32133.959
24000000	24000000	259406.03
16000000	25000000	3963.1716
17000000	25000000	9857.634
18000000	25000000	5568.082
19000000	25000000	2724.5337
20000000	25000000	1431.5167
21000000	25000000	2058.6704
22000000	25000000	7732.314
23000000	25000000	14123.892
24000000	25000000	17111.145
25000000	25000000	214287.19
16000000	26000000	5534.2607
17000000	26000000	9184.596
18000000	26000000	3994.967
19000000	26000000	2099.6267
20000000	26000000	1092.0619
21000000	26000000	1522.0342
22000000	26000000	5046.8813
23000000	26000000	7174.3467
24000000	26000000	5355.8735
25000000	26000000	54857.117
26000000	26000000	208079.5
16000000	27000000	1043.1067
17000000	27000000	2250.8594
18000000	27000000	2757.826
19000000	27000000	2353.785
20000000	27000000	1500.3347
21000000	27000000	1795.7988
22000000	27000000	3034.004
23000000	27000000	3394.2627
24000000	27000000	4167.3286
25000000	27000000	6871.1074
26000000	27000000	27189.367
27000000	27000000	238088.2
16000000	28000000	467.07947
17000000	28000000	1058.241
18000000	28000000	2036.3518
19000000	28000000	2124.842
20000000	28000000	1479.7152
21000000	28000000	1761.5492
22000000	28000000	2132.6948
23000000	28000000	1740.841
24000000	28000000	3289.0286
25000000	28000000	2773.8499
26000000	28000000	5544.3794
27000000	28000000	59281.77
28000000	28000000	234527.11
16000000	29000000	396.41498
17000000	29000000	790.8765
18000000	29000000	1959.8156
19000000	29000000	2830.0422
20000000	29000000	2436.3894
21000000	29000000	2704.0789
22000000	29000000	2262.9653
23000000	29000000	1772.6858
24000000	29000000	3261.6719
25000000	29000000	1898.2144
26000000	29000000	2551.0815
27000000	29000000	8524.753
28000000	29000000	50210.22
29000000	29000000	244568.06
16000000	30000000	296.2317
17000000	30000000	581.4974
18000000	30000000	1472.4226
19000000	30000000	2345.9485
20000000	30000000	2554.4607
21000000	30000000	2387.0525
22000000	30000000	1813.206
23000000	30000000	1310.0505
24000000	30000000	2334.084
25000000	30000000	1242.2665
26000000	30000000	1472.8588
27000000	30000000	2668.2036
28000000	30000000	3727.9092
29000000	30000000	32949.066
30000000	30000000	279469.6
16000000	31000000	531.9935
17000000	31000000	1163.7084
18000000	31000000	2886.4739
19000000	31000000	3614.6917
20000000	31000000	2803.8425
21000000	31000000	3046.764
22000000	31000000	2776.8508
23000000	31000000	2078.9805
24000000	31000000	4034.2888
25000000	31000000	2165.8137
26000000	31000000	2690.691
27000000	31000000	4056.493
28000000	31000000	4368.252
29000000	31000000	9568.461
30000000	31000000	32071.225
31000000	31000000	252313.11
16000000	32000000	1848.8124
17000000	32000000	5065.364
18000000	32000000	4267.7285
19000000	32000000	2299.596
20000000	32000000	1050.8043
21000000	32000000	1504.3234
22000000	32000000	3835.1565
23000000	32000000	4179.594
24000000	32000000	4179.096
25000000	32000000	7150.039
26000000	32000000	7194.6636
27000000	32000000	3846.2153
28000000	32000000	2230.1533
29000000	32000000	2728.844
30000000	32000000	2373.542
31000000	32000000	25036.477
32000000	32000000	219941.7
16000000	33000000	3466.7952
17000000	33000000	6833.416
18000000	33000000	3459.4558
19000000	33000000	1480.4095
20000000	33000000	661.5417
21000000	33000000	910.58093
22000000	33000000	3173.4788
23000000	33000000	3877.255
24000000	33000000	2809.3838
25000000	33000000	7672.1074
26000000	33000000	7992.0337
27000000	33000000	2850.4116
28000000	33000000	1494.4836
29000000	33000000	1326.2837
30000000	33000000	1195.9237
31000000	33000000	3781.9204
32000000	33000000	53570.285
33000000	33000000	183593.38
16000000	34000000	7364.3584
17000000	34000000	7678.847
18000000	34000000	2359.4983
19000000	34000000	891.61066
20000000	34000000	420.426
21000000	34000000	597.41455
22000000	34000000	2323.739
23000000	34000000	2830.4165
24000000	34000000	1697.9302
25000000	34000000	6066.411
26000000	34000000	7635.4517
27000000	34000000	1778.7126
28000000	34000000	956.4558
29000000	34000000	768.3625
30000000	34000000	700.63745
31000000	34000000	1676.0814
32000000	34000000	9536.952
33000000	34000000	54097.43
34000000	34000000	205034.47
16000000	35000000	4980.3325
17000000	35000000	5604.642
18000000	35000000	3148.062
19000000	35000000	1833.3989
20000000	35000000	1079.2473
21000000	35000000	1198.93
22000000	35000000	2425.5884
23000000	35000000	2657.4548
24000000	35000000	2816.5332
25000000	35000000	5118.1543
26000000	35000000	6316.98
27000000	35000000	2312.4133
28000000	35000000	1587.2133
29000000	35000000	1693.8417
30000000	35000000	1483.1227
31000000	35000000	3565.9663
32000000	35000000	8999.022
33000000	35000000	26822.035
34000000	35000000	51959.293
35000000	35000000	188779.9
16000000	36000000	249.27266
17000000	36000000	599.94073
18000000	36000000	2022.4186
19000000	36000000	2419.1165
20000000	36000000	2081.6294
21000000	36000000	2142.5942
22000000	36000000	1844.2551
23000000	36000000	1252.9205
24000000	36000000	2729.3533
25000000	36000000	1136.781
